"","Units","scenario","region","year","value"
"962","MTC","Full feedback","Colombia",2070,32.5312683646407
"963","MTC","Full feedback","Colombia",2075,29.066782921199
"964","MTC","Full feedback","Colombia",2080,23.7402258705993
"965","MTC","Full feedback","Colombia",2085,17.3009768709977
"966","MTC","Full feedback","Colombia",2090,10.8143090175852
"967","MTC","Full feedback","Colombia",2095,5.52677765899879
"968","MTC","Full feedback","Colombia",2100,0.231777894389754
"969","MTC","Full feedback","EU-12",1975,132.520753679
"970","MTC","Full feedback","EU-12",1990,276.5209111015
"971","MTC","Full feedback","EU-12",2005,207.6778713476
"972","MTC","Full feedback","EU-12",2010,202.8617428727
"973","MTC","Full feedback","EU-12",2015,185.3634163595
"974","MTC","Full feedback","EU-12",2020,194.65199454341
"975","MTC","Full feedback","EU-12",2025,200.85576954519
"976","MTC","Full feedback","EU-12",2030,193.763696646013
"977","MTC","Full feedback","EU-12",2035,182.318612775062
"978","MTC","Full feedback","EU-12",2040,169.59645869763
"979","MTC","Full feedback","EU-12",2045,156.547816027078
"980","MTC","Full feedback","EU-12",2050,144.39370599726
"981","MTC","Full feedback","EU-12",2055,133.625052146731
"982","MTC","Full feedback","EU-12",2060,124.153907994053
"983","MTC","Full feedback","EU-12",2065,113.509333449277
"984","MTC","Full feedback","EU-12",2070,102.886671032119
"985","MTC","Full feedback","EU-12",2075,90.0494050003985
"986","MTC","Full feedback","EU-12",2080,75.4555724007952
"987","MTC","Full feedback","EU-12",2085,62.6260354906106
"988","MTC","Full feedback","EU-12",2090,53.2174700404899
"989","MTC","Full feedback","EU-12",2095,47.9622086967295
"990","MTC","Full feedback","EU-12",2100,43.5750822306924
"991","MTC","Full feedback","EU-15",1975,425.1296358494
"992","MTC","Full feedback","EU-15",1990,915.610580271
"993","MTC","Full feedback","EU-15",2005,971.893043202
"994","MTC","Full feedback","EU-15",2010,882.338322576
"995","MTC","Full feedback","EU-15",2015,790.239424229
"996","MTC","Full feedback","EU-15",2020,783.3571610441
"997","MTC","Full feedback","EU-15",2025,746.91579546701
"998","MTC","Full feedback","EU-15",2030,700.12735963739
"999","MTC","Full feedback","EU-15",2035,649.28705503587
"1000","MTC","Full feedback","EU-15",2040,595.24082195995
"1001","MTC","Full feedback","EU-15",2045,537.708704443905
"1002","MTC","Full feedback","EU-15",2050,484.738875205852
"1003","MTC","Full feedback","EU-15",2055,448.291366177194
"1004","MTC","Full feedback","EU-15",2060,420.791911579981
"1005","MTC","Full feedback","EU-15",2065,392.080577915131
"1006","MTC","Full feedback","EU-15",2070,367.76341091745
"1007","MTC","Full feedback","EU-15",2075,337.297212610917
"1008","MTC","Full feedback","EU-15",2080,307.638263865133
"1009","MTC","Full feedback","EU-15",2085,277.304727888412
"1010","MTC","Full feedback","EU-15",2090,255.304495454706
"1011","MTC","Full feedback","EU-15",2095,247.783532571934
"1012","MTC","Full feedback","EU-15",2100,244.187058098225
"1013","MTC","Full feedback","Europe_Eastern",1975,113.10867422
"1014","MTC","Full feedback","Europe_Eastern",1990,237.357724519
"1015","MTC","Full feedback","Europe_Eastern",2005,111.381206837
"1016","MTC","Full feedback","Europe_Eastern",2010,101.92818811581
"1017","MTC","Full feedback","Europe_Eastern",2015,77.092999815
"1018","MTC","Full feedback","Europe_Eastern",2020,85.7230187347
"1019","MTC","Full feedback","Europe_Eastern",2025,83.626112904272
"1020","MTC","Full feedback","Europe_Eastern",2030,79.64984731251
"1021","MTC","Full feedback","Europe_Eastern",2035,74.249072816453
"1022","MTC","Full feedback","Europe_Eastern",2040,69.973461079132
"1023","MTC","Full feedback","Europe_Eastern",2045,65.973917803303
"1024","MTC","Full feedback","Europe_Eastern",2050,62.164882694336
"1025","MTC","Full feedback","Europe_Eastern",2055,59.0339060795317
"1026","MTC","Full feedback","Europe_Eastern",2060,56.0190985568318
"1027","MTC","Full feedback","Europe_Eastern",2065,52.0978533162498
"1028","MTC","Full feedback","Europe_Eastern",2070,48.448573803141
"1029","MTC","Full feedback","Europe_Eastern",2075,43.5030387417973
"1030","MTC","Full feedback","Europe_Eastern",2080,37.1637548476315
"1031","MTC","Full feedback","Europe_Eastern",2085,31.7868050804367
"1032","MTC","Full feedback","Europe_Eastern",2090,27.2537875862569
"1033","MTC","Full feedback","Europe_Eastern",2095,23.9655742333354
"1034","MTC","Full feedback","Europe_Eastern",2100,20.8905688172089
"1035","MTC","Full feedback","Europe_Non_EU",1975,18.25471665
"1036","MTC","Full feedback","Europe_Non_EU",1990,74.957298385
"1037","MTC","Full feedback","Europe_Non_EU",2005,98.457536391
"1038","MTC","Full feedback","Europe_Non_EU",2010,114.463755243
"1039","MTC","Full feedback","Europe_Non_EU",2015,129.445094811
"1040","MTC","Full feedback","Europe_Non_EU",2020,146.297675075503
"1041","MTC","Full feedback","Europe_Non_EU",2025,150.0486245413
"1042","MTC","Full feedback","Europe_Non_EU",2030,150.963334270704
"1043","MTC","Full feedback","Europe_Non_EU",2035,147.870476769477
"1044","MTC","Full feedback","Europe_Non_EU",2040,144.040577156374
"1045","MTC","Full feedback","Europe_Non_EU",2045,139.688393178999
"1046","MTC","Full feedback","Europe_Non_EU",2050,135.083646531639
"1047","MTC","Full feedback","Europe_Non_EU",2055,131.468735575749
"1048","MTC","Full feedback","Europe_Non_EU",2060,128.312962352891
"1049","MTC","Full feedback","Europe_Non_EU",2065,123.96739418884
"1050","MTC","Full feedback","Europe_Non_EU",2070,119.382130775703
"1051","MTC","Full feedback","Europe_Non_EU",2075,112.304695787247
"1052","MTC","Full feedback","Europe_Non_EU",2080,101.250233667545
"1053","MTC","Full feedback","Europe_Non_EU",2085,90.90529308943
"1054","MTC","Full feedback","Europe_Non_EU",2090,81.713359052613
"1055","MTC","Full feedback","Europe_Non_EU",2095,75.8663203421309
"1056","MTC","Full feedback","Europe_Non_EU",2100,70.6412793052737
"1057","MTC","Full feedback","European Free Trade Association",1975,11.34064293
"1058","MTC","Full feedback","European Free Trade Association",1990,20.96993893737
"1059","MTC","Full feedback","European Free Trade Association",2005,23.8729862001
"1060","MTC","Full feedback","European Free Trade Association",2010,24.1530092803
"1061","MTC","Full feedback","European Free Trade Association",2015,22.3099539318
"1062","MTC","Full feedback","European Free Trade Association",2020,21.89725382704
"1063","MTC","Full feedback","European Free Trade Association",2025,20.644041535595
"1064","MTC","Full feedback","European Free Trade Association",2030,19.003155745641
"1065","MTC","Full feedback","European Free Trade Association",2035,17.043115304457
"1066","MTC","Full feedback","European Free Trade Association",2040,14.416686898919
"1067","MTC","Full feedback","European Free Trade Association",2045,11.473158122951
"1068","MTC","Full feedback","European Free Trade Association",2050,8.699609692448
"1069","MTC","Full feedback","European Free Trade Association",2055,6.970684111955
"1070","MTC","Full feedback","European Free Trade Association",2060,5.7003623728991
"1071","MTC","Full feedback","European Free Trade Association",2065,4.32733995356206
"1072","MTC","Full feedback","European Free Trade Association",2070,3.22567454743143
"1073","MTC","Full feedback","European Free Trade Association",2075,1.80088255649662
"1074","MTC","Full feedback","European Free Trade Association",2080,0.181472728043337
"1075","MTC","Full feedback","European Free Trade Association",2085,-1.65153355684191
"1076","MTC","Full feedback","European Free Trade Association",2090,-3.17848032981371
"1077","MTC","Full feedback","European Free Trade Association",2095,-3.72914261903487
"1078","MTC","Full feedback","European Free Trade Association",2100,-3.55305019747285
"1079","MTC","Full feedback","India",1975,35.1929118
"1080","MTC","Full feedback","India",1990,162.91283410716
"1081","MTC","Full feedback","India",2005,336.1579527333
"1082","MTC","Full feedback","India",2010,493.331514331
"1083","MTC","Full feedback","India",2015,625.04786427
"1084","MTC","Full feedback","India",2020,824.42045601744
"1085","MTC","Full feedback","India",2025,946.48782949504
"1086","MTC","Full feedback","India",2030,1041.2559680878
"1087","MTC","Full feedback","India",2035,1105.66970455123
"1088","MTC","Full feedback","India",2040,1171.57975979097
"1089","MTC","Full feedback","India",2045,1225.81844658609
"1090","MTC","Full feedback","India",2050,1274.91696961761
"1091","MTC","Full feedback","India",2055,1336.87214953169
"1092","MTC","Full feedback","India",2060,1390.0533473886
"1093","MTC","Full feedback","India",2065,1417.03880880005
"1094","MTC","Full feedback","India",2070,1409.48564863946
"1095","MTC","Full feedback","India",2075,1353.64900987253
"1096","MTC","Full feedback","India",2080,1219.84685249498
"1097","MTC","Full feedback","India",2085,1076.7402841599
"1098","MTC","Full feedback","India",2090,949.659235531649
"1099","MTC","Full feedback","India",2095,866.24589989781
"1100","MTC","Full feedback","India",2100,791.327840773855
"1101","MTC","Full feedback","Indonesia",1975,5.630788558
"1102","MTC","Full feedback","Indonesia",1990,42.3893561737
"1103","MTC","Full feedback","Indonesia",2005,97.728268478
"1104","MTC","Full feedback","Indonesia",2010,110.074891549
"1105","MTC","Full feedback","Indonesia",2015,137.49429647
"1106","MTC","Full feedback","Indonesia",2020,161.635715936066
"1107","MTC","Full feedback","Indonesia",2025,193.009431899277
"1108","MTC","Full feedback","Indonesia",2030,214.000339090619
"1109","MTC","Full feedback","Indonesia",2035,226.718022834995
"1110","MTC","Full feedback","Indonesia",2040,235.877456632383
"1111","MTC","Full feedback","Indonesia",2045,239.941528574962
"1112","MTC","Full feedback","Indonesia",2050,240.513438851269
"1113","MTC","Full feedback","Indonesia",2055,242.27824319515
"1114","MTC","Full feedback","Indonesia",2060,244.419052343569
"1115","MTC","Full feedback","Indonesia",2065,242.328507161362
"1116","MTC","Full feedback","Indonesia",2070,236.194132869399
"1117","MTC","Full feedback","Indonesia",2075,222.422219604396
"1118","MTC","Full feedback","Indonesia",2080,197.574235706367
"1119","MTC","Full feedback","Indonesia",2085,167.520275820109
"1120","MTC","Full feedback","Indonesia",2090,141.122075130203
"1121","MTC","Full feedback","Indonesia",2095,122.056036762764
"1122","MTC","Full feedback","Indonesia",2100,104.300114790675
"1123","MTC","Full feedback","Japan",1975,142.9109899
"1124","MTC","Full feedback","Japan",1990,311.69550466
"1125","MTC","Full feedback","Japan",2005,347.4753730419
"1126","MTC","Full feedback","Japan",2010,325.235101664
"1127","MTC","Full feedback","Japan",2015,328.695623593
"1128","MTC","Full feedback","Japan",2020,334.2696096038
"1129","MTC","Full feedback","Japan",2025,318.8330515148
"1130","MTC","Full feedback","Japan",2030,295.5392440046
"1131","MTC","Full feedback","Japan",2035,268.5481087471
"1132","MTC","Full feedback","Japan",2040,242.3826938548
"1133","MTC","Full feedback","Japan",2045,213.3969643903
"1134","MTC","Full feedback","Japan",2050,187.17569414049
"1135","MTC","Full feedback","Japan",2055,165.644774644584
"1136","MTC","Full feedback","Japan",2060,144.833861043695
"1137","MTC","Full feedback","Japan",2065,123.193151527851
"1138","MTC","Full feedback","Japan",2070,106.635235655902
"1139","MTC","Full feedback","Japan",2075,86.359112757848
"1140","MTC","Full feedback","Japan",2080,62.412304642025
"1141","MTC","Full feedback","Japan",2085,42.5951813727814
"1142","MTC","Full feedback","Japan",2090,26.9721930618489
"1143","MTC","Full feedback","Japan",2095,17.6852420631647
"1144","MTC","Full feedback","Japan",2100,10.9216854289318
"1145","MTC","Full feedback","Mexico",1975,22.019720112
"1146","MTC","Full feedback","Mexico",1990,81.38017945
"1147","MTC","Full feedback","Mexico",2005,126.03831229
"1148","MTC","Full feedback","Mexico",2010,132.980118123
"1149","MTC","Full feedback","Mexico",2015,134.69508959
"1150","MTC","Full feedback","Mexico",2020,142.5248267451
"1151","MTC","Full feedback","Mexico",2025,152.5494389843
"1152","MTC","Full feedback","Mexico",2030,156.9785520159
"1153","MTC","Full feedback","Mexico",2035,156.3433139446
"1154","MTC","Full feedback","Mexico",2040,155.4000702461
"1155","MTC","Full feedback","Mexico",2045,152.58964185955
"1156","MTC","Full feedback","Mexico",2050,149.47847336662
"1157","MTC","Full feedback","Mexico",2055,148.635081393608
"1158","MTC","Full feedback","Mexico",2060,147.346994516156
"1159","MTC","Full feedback","Mexico",2065,143.64010970226
"1160","MTC","Full feedback","Mexico",2070,136.556550624977
"1161","MTC","Full feedback","Mexico",2075,124.102367585646
"1162","MTC","Full feedback","Mexico",2080,105.859377791057
"1163","MTC","Full feedback","Mexico",2085,81.6786366501076
"1164","MTC","Full feedback","Mexico",2090,57.5171284492332
"1165","MTC","Full feedback","Mexico",2095,38.4838395593521
"1166","MTC","Full feedback","Mexico",2100,20.6682312902823
"1167","MTC","Full feedback","Middle East",1975,35.6032382
"1168","MTC","Full feedback","Middle East",1990,185.47899714
"1169","MTC","Full feedback","Middle East",2005,369.095629206
"1170","MTC","Full feedback","Middle East",2010,485.710913687
"1171","MTC","Full feedback","Middle East",2015,567.566552511
"1172","MTC","Full feedback","Middle East",2020,580.479343266
"1173","MTC","Full feedback","Middle East",2025,610.6822395962
"1174","MTC","Full feedback","Middle East",2030,624.3350945979
"1175","MTC","Full feedback","Middle East",2035,627.1811149415
"1176","MTC","Full feedback","Middle East",2040,626.84712515412
"1177","MTC","Full feedback","Middle East",2045,620.09962610636
"1178","MTC","Full feedback","Middle East",2050,616.69564600106
"1179","MTC","Full feedback","Middle East",2055,617.155995198312
"1180","MTC","Full feedback","Middle East",2060,616.189576751485
"1181","MTC","Full feedback","Middle East",2065,608.422136826444
"1182","MTC","Full feedback","Middle East",2070,600.682652516813
"1183","MTC","Full feedback","Middle East",2075,575.231304330053
"1184","MTC","Full feedback","Middle East",2080,535.626197033846
"1185","MTC","Full feedback","Middle East",2085,482.268732913583
"1186","MTC","Full feedback","Middle East",2090,428.64556704882
"1187","MTC","Full feedback","Middle East",2095,385.221573554391
"1188","MTC","Full feedback","Middle East",2100,344.22510381471
"1189","MTC","Full feedback","Pakistan",1975,3.702408993
"1190","MTC","Full feedback","Pakistan",1990,17.849544348
"1191","MTC","Full feedback","Pakistan",2005,35.45604977
"1192","MTC","Full feedback","Pakistan",2010,42.28607361
"1193","MTC","Full feedback","Pakistan",2015,48.47652433532
"1194","MTC","Full feedback","Pakistan",2020,54.977126112646
"1195","MTC","Full feedback","Pakistan",2025,61.4746798296423
"1196","MTC","Full feedback","Pakistan",2030,67.6542609546379
"1197","MTC","Full feedback","Pakistan",2035,73.6293746561835
"1198","MTC","Full feedback","Pakistan",2040,81.5393771539772
"1199","MTC","Full feedback","Pakistan",2045,90.5272635159307
"1200","MTC","Full feedback","Pakistan",2050,100.989781439883
"1201","MTC","Full feedback","Pakistan",2055,109.706718874154
"1202","MTC","Full feedback","Pakistan",2060,118.453424261656
"1203","MTC","Full feedback","Pakistan",2065,126.52328142558
"1204","MTC","Full feedback","Pakistan",2070,132.556055019967
"1205","MTC","Full feedback","Pakistan",2075,136.304297918546
"1206","MTC","Full feedback","Pakistan",2080,136.50044436596
"1207","MTC","Full feedback","Pakistan",2085,134.154907520374
"1208","MTC","Full feedback","Pakistan",2090,131.489493267692
"1209","MTC","Full feedback","Pakistan",2095,129.561928328777
"1210","MTC","Full feedback","Pakistan",2100,127.421510711263
"1211","MTC","Full feedback","Russia",1975,267.05704057
"1212","MTC","Full feedback","Russia",1990,673.7592319
"1213","MTC","Full feedback","Russia",2005,451.820172113
"1214","MTC","Full feedback","Russia",2010,467.704115444
"1215","MTC","Full feedback","Russia",2015,471.21954969
"1216","MTC","Full feedback","Russia",2020,535.299010799
"1217","MTC","Full feedback","Russia",2025,519.1343596392
"1218","MTC","Full feedback","Russia",2030,490.24696823525
"1219","MTC","Full feedback","Russia",2035,450.15205956383
"1220","MTC","Full feedback","Russia",2040,415.00385854497
"1221","MTC","Full feedback","Russia",2045,381.47727017747
"1222","MTC","Full feedback","Russia",2050,351.89576459228
"1223","MTC","Full feedback","Russia",2055,326.6450105516
"1224","MTC","Full feedback","Russia",2060,304.831389064801
"1225","MTC","Full feedback","Russia",2065,274.205574529283
"1226","MTC","Full feedback","Russia",2070,250.390269721214
"1227","MTC","Full feedback","Russia",2075,221.840613703141
"1228","MTC","Full feedback","Russia",2080,185.048617428866
"1229","MTC","Full feedback","Russia",2085,146.054384139099
"1230","MTC","Full feedback","Russia",2090,109.58702257733
"1231","MTC","Full feedback","Russia",2095,80.8551365734624
"1232","MTC","Full feedback","Russia",2100,50.1389811779243
"1233","MTC","Full feedback","South Africa",1975,27.771398
"1234","MTC","Full feedback","South Africa",1990,94.92331996
"1235","MTC","Full feedback","South Africa",2005,123.94225391
"1236","MTC","Full feedback","South Africa",2010,136.33075788
"1237","MTC","Full feedback","South Africa",2015,135.698134215
"1238","MTC","Full feedback","South Africa",2020,141.702392442168
"1239","MTC","Full feedback","South Africa",2025,153.914163440201
"1240","MTC","Full feedback","South Africa",2030,156.529652621549
"1241","MTC","Full feedback","South Africa",2035,152.917062771476
"1242","MTC","Full feedback","South Africa",2040,147.598166790724
"1243","MTC","Full feedback","South Africa",2045,140.644723666535
"1244","MTC","Full feedback","South Africa",2050,133.976077029736
"1245","MTC","Full feedback","South Africa",2055,128.464508619408
"1246","MTC","Full feedback","South Africa",2060,124.015065553215
"1247","MTC","Full feedback","South Africa",2065,119.49508250117
"1248","MTC","Full feedback","South Africa",2070,113.385451637674
"1249","MTC","Full feedback","South Africa",2075,104.508952987098
"1250","MTC","Full feedback","South Africa",2080,90.2874767914173
"1251","MTC","Full feedback","South Africa",2085,76.664119613752
"1252","MTC","Full feedback","South Africa",2090,66.0543566170394
"1253","MTC","Full feedback","South Africa",2095,59.3779977435551
"1254","MTC","Full feedback","South Africa",2100,53.7766024210592
"1255","MTC","Full feedback","South America_Northern",1975,9.7481497731868
"1256","MTC","Full feedback","South America_Northern",1990,28.8693404644
"1257","MTC","Full feedback","South America_Northern",2005,39.47621895372
"1258","MTC","Full feedback","South America_Northern",2010,51.7602612426
"1259","MTC","Full feedback","South America_Northern",2015,41.4814003547
"1260","MTC","Full feedback","South America_Northern",2020,42.84749866352
"1261","MTC","Full feedback","South America_Northern",2025,45.740143681456
"1262","MTC","Full feedback","South America_Northern",2030,46.978434749129
"1263","MTC","Full feedback","South America_Northern",2035,47.291843330988
"1264","MTC","Full feedback","South America_Northern",2040,48.397731480234
"1265","MTC","Full feedback","South America_Northern",2045,48.750750173187
"1266","MTC","Full feedback","South America_Northern",2050,49.709695111108
"1267","MTC","Full feedback","South America_Northern",2055,50.8450959789383
"1268","MTC","Full feedback","South America_Northern",2060,51.592885387589
"1269","MTC","Full feedback","South America_Northern",2065,50.926953131458
"1270","MTC","Full feedback","South America_Northern",2070,49.4255439305385
"1271","MTC","Full feedback","South America_Northern",2075,46.3377823255555
"1272","MTC","Full feedback","South America_Northern",2080,41.4649148240555
"1273","MTC","Full feedback","South America_Northern",2085,34.089111314622
"1274","MTC","Full feedback","South America_Northern",2090,27.190903149506
"1275","MTC","Full feedback","South America_Northern",2095,21.1034849101551
"1276","MTC","Full feedback","South America_Northern",2100,15.3887729443717
"1277","MTC","Full feedback","South America_Southern",1975,8.50818418
"1278","MTC","Full feedback","South America_Southern",1990,22.625942426
"1279","MTC","Full feedback","South America_Southern",2005,39.51866137
"1280","MTC","Full feedback","South America_Southern",2010,52.95040856
"1281","MTC","Full feedback","South America_Southern",2015,60.850912912
"1282","MTC","Full feedback","South America_Southern",2020,68.24940573601
"1283","MTC","Full feedback","South America_Southern",2025,75.04257070775
"1284","MTC","Full feedback","South America_Southern",2030,78.24408424945
"1285","MTC","Full feedback","South America_Southern",2035,79.02680800138
"1286","MTC","Full feedback","South America_Southern",2040,78.5133412103
"1287","MTC","Full feedback","South America_Southern",2045,76.878870050668
"1288","MTC","Full feedback","South America_Southern",2050,75.174378272838
"1289","MTC","Full feedback","South America_Southern",2055,75.0845705031895
"1290","MTC","Full feedback","South America_Southern",2060,74.3671578109342
"1291","MTC","Full feedback","South America_Southern",2065,70.9434427801977
"1292","MTC","Full feedback","South America_Southern",2070,65.8705265217829
"1293","MTC","Full feedback","South America_Southern",2075,57.3284174304988
"1294","MTC","Full feedback","South America_Southern",2080,45.449585703905
"1295","MTC","Full feedback","South America_Southern",2085,31.2421046844141
"1296","MTC","Full feedback","South America_Southern",2090,18.2972221953855
"1297","MTC","Full feedback","South America_Southern",2095,7.95232857633717
"1298","MTC","Full feedback","South America_Southern",2100,-1.61172070830331
"1299","MTC","Full feedback","South Asia",1975,2.818297747
"1300","MTC","Full feedback","South Asia",1990,7.2582170591
"1301","MTC","Full feedback","South Asia",2005,18.83679277
"1302","MTC","Full feedback","South Asia",2010,24.707623982
"1303","MTC","Full feedback","South Asia",2015,36.469101552
"1304","MTC","Full feedback","South Asia",2020,48.3772039036
"1305","MTC","Full feedback","South Asia",2025,55.7052403871
"1306","MTC","Full feedback","South Asia",2030,62.11869104408
"1307","MTC","Full feedback","South Asia",2035,66.69481462589
"1308","MTC","Full feedback","South Asia",2040,72.76346479569
"1309","MTC","Full feedback","South Asia",2045,80.52165425549
"1310","MTC","Full feedback","South Asia",2050,90.26480492416
"1311","MTC","Full feedback","South Asia",2055,101.9696047983
"1312","MTC","Full feedback","South Asia",2060,114.62704842717
"1313","MTC","Full feedback","South Asia",2065,123.084497775767
"1314","MTC","Full feedback","South Asia",2070,129.677258771249
"1315","MTC","Full feedback","South Asia",2075,134.379032754455
"1316","MTC","Full feedback","South Asia",2080,136.757765838461
"1317","MTC","Full feedback","South Asia",2085,137.647485889737
"1318","MTC","Full feedback","South Asia",2090,137.879589127454
"1319","MTC","Full feedback","South Asia",2095,140.478352632051
"1320","MTC","Full feedback","South Asia",2100,142.214512217611
"1321","MTC","Full feedback","South Korea",1975,10.17538742
"1322","MTC","Full feedback","South Korea",1990,72.648459781452
"1323","MTC","Full feedback","South Korea",2005,144.6826681645
"1324","MTC","Full feedback","South Korea",2010,169.797657005
"1325","MTC","Full feedback","South Korea",2015,181.4748056803
"1326","MTC","Full feedback","South Korea",2020,179.5032553615
"1327","MTC","Full feedback","South Korea",2025,180.310071873283
"1328","MTC","Full feedback","South Korea",2030,173.1406216193
"1329","MTC","Full feedback","South Korea",2035,160.293834064822
"1330","MTC","Full feedback","South Korea",2040,145.8289812694
"1331","MTC","Full feedback","South Korea",2045,129.4699930388
"1332","MTC","Full feedback","South Korea",2050,113.6994476577
"1333","MTC","Full feedback","South Korea",2055,100.62331453383
"1334","MTC","Full feedback","South Korea",2060,89.286411990206
"1335","MTC","Full feedback","South Korea",2065,78.80366123118
"1336","MTC","Full feedback","South Korea",2070,69.738559943567
"1337","MTC","Full feedback","South Korea",2075,60.4674833424631
"1338","MTC","Full feedback","South Korea",2080,52.0314142552852
"1339","MTC","Full feedback","South Korea",2085,44.3355762018847
"1340","MTC","Full feedback","South Korea",2090,38.8579673860471
"1341","MTC","Full feedback","South Korea",2095,35.3952614108611
"1342","MTC","Full feedback","South Korea",2100,32.5476164070103
"1343","MTC","Full feedback","Southeast Asia",1975,36.019167667
"1344","MTC","Full feedback","Southeast Asia",1990,119.77503881152
"1345","MTC","Full feedback","Southeast Asia",2005,231.68605613198
"1346","MTC","Full feedback","Southeast Asia",2010,280.46508195
"1347","MTC","Full feedback","Southeast Asia",2015,324.34506355301
"1348","MTC","Full feedback","Southeast Asia",2020,383.294188193968
"1349","MTC","Full feedback","Southeast Asia",2025,416.34536093047
"1350","MTC","Full feedback","Southeast Asia",2030,440.699219535806
"1351","MTC","Full feedback","Southeast Asia",2035,450.707452565249
"1352","MTC","Full feedback","Southeast Asia",2040,454.666058899054
"1353","MTC","Full feedback","Southeast Asia",2045,450.623479992138
"1354","MTC","Full feedback","Southeast Asia",2050,444.059677509817
"1355","MTC","Full feedback","Southeast Asia",2055,443.762085684113
"1356","MTC","Full feedback","Southeast Asia",2060,442.305882817017
"1357","MTC","Full feedback","Southeast Asia",2065,428.894621867488
"1358","MTC","Full feedback","Southeast Asia",2070,407.417126286963
"1359","MTC","Full feedback","Southeast Asia",2075,370.473338853665
"1360","MTC","Full feedback","Southeast Asia",2080,317.294479097726
"1361","MTC","Full feedback","Southeast Asia",2085,263.71081593348
"1362","MTC","Full feedback","Southeast Asia",2090,219.15785566285
"1363","MTC","Full feedback","Southeast Asia",2095,189.571156471549
"1364","MTC","Full feedback","Southeast Asia",2100,164.253809117928
"1365","MTC","Full feedback","Taiwan",1975,7.076291741
"1366","MTC","Full feedback","Taiwan",1990,35.941409672
"1367","MTC","Full feedback","Taiwan",2005,79.149506779
"1368","MTC","Full feedback","Taiwan",2010,79.344858342
"1369","MTC","Full feedback","Taiwan",2015,78.214655605
"1370","MTC","Full feedback","Taiwan",2020,80.28804168517
"1371","MTC","Full feedback","Taiwan",2025,81.41969970612
"1372","MTC","Full feedback","Taiwan",2030,78.99314988241
"1373","MTC","Full feedback","Taiwan",2035,74.8901102035
"1374","MTC","Full feedback","Taiwan",2040,70.647802208911
"1375","MTC","Full feedback","Taiwan",2045,65.557411786154
"1376","MTC","Full feedback","Taiwan",2050,60.6697059247189
"1377","MTC","Full feedback","Taiwan",2055,56.5436932234829
"1378","MTC","Full feedback","Taiwan",2060,52.6792843262177
"1379","MTC","Full feedback","Taiwan",2065,49.4356564749716
"1380","MTC","Full feedback","Taiwan",2070,45.5653744573551
"1381","MTC","Full feedback","Taiwan",2075,39.9981115134126
"1382","MTC","Full feedback","Taiwan",2080,32.2415953476831
"1383","MTC","Full feedback","Taiwan",2085,25.3153925168488
"1384","MTC","Full feedback","Taiwan",2090,20.1852695634857
"1385","MTC","Full feedback","Taiwan",2095,16.9874229454347
"1386","MTC","Full feedback","Taiwan",2100,14.3384314827951
"1387","MTC","Full feedback","USA",1975,502.8842925
"1388","MTC","Full feedback","USA",1990,1382.2111041
"1389","MTC","Full feedback","USA",2005,1623.641645
"1390","MTC","Full feedback","USA",2010,1513.1264935
"1391","MTC","Full feedback","USA",2015,1414.8955447
"1392","MTC","Full feedback","USA",2020,1423.98098009483
"1393","MTC","Full feedback","USA",2025,1427.49124229656
"1394","MTC","Full feedback","USA",2030,1375.58303456655
"1395","MTC","Full feedback","USA",2035,1339.54289164321
"1396","MTC","Full feedback","USA",2040,1253.62054712046
"1397","MTC","Full feedback","USA",2045,1160.61459699834
"1398","MTC","Full feedback","USA",2050,1080.16418440485
"1399","MTC","Full feedback","USA",2055,1015.21810211305
"1400","MTC","Full feedback","USA",2060,950.715307681172
"1401","MTC","Full feedback","USA",2065,870.471474252866
"1402","MTC","Full feedback","USA",2070,803.782455314992
"1403","MTC","Full feedback","USA",2075,708.591596779877
"1404","MTC","Full feedback","USA",2080,591.689584703917
"1405","MTC","Full feedback","USA",2085,436.66510762083
"1406","MTC","Full feedback","USA",2090,305.173732146882
"1407","MTC","Full feedback","USA",2095,216.87418769025
"1408","MTC","Full feedback","USA",2100,131.06421165452
